LA_female,FA_female,publication_month,publication_year,i_covid,n_authors,journal_id,log_altmetric,log_cites,log_twitter_all,log_twitter_scientist,log_twitter_commun,log_twitter_public,log_twitter_pract,log_news,log_policy,log_wiki,log_blogs,gender_combination,gender_combo
0,1,6,2018,0,5,CIRCULATION RESEARCH,3.5148237,4.7874918,3.7376697,2.0794415,1.0986123,3.4339871,1.0986123,0,0,0,.69314718,mixed gender team,mixed gender team
1,1,9,2018,0,7,CIRCULATION,3.831897,4.356709,3.5553482,1.7917595,.69314718,3.0910425,1.3862944,1.3862944,0,.69314718,.69314718,women first and last,women first and last
1,1,6,2018,0,8,EUROPEAN HEART JOURNAL,6.3883295,4.7535901,5.3082676,3.0445225,2.7725887,4.8441873,3.0910425,4.2484951,0,0,1.9459101,women first and last,women first and last
,0,6,2018,0,30,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.4408851,4.1896548,3.7376697,1.7917595,0,3.1354942,2.0794415,2.1972246,0,0,0,,
0,1,6,2018,0,15,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,5.1313767,3.8501475,5.6276212,2.6390574,2.3978953,5.1119876,3.713572,1.6094379,0,0,0,mixed gender team,mixed gender team
1,0,6,2018,0,5,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.3509231,3.2958369,4.3307333,2.0794415,.69314718,3.7612002,2.9444389,1.9459101,0,0,0,mixed gender team,mixed gender team
0,1,6,2018,0,10,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.8484548,3.3672957,2.3978953,1.0986123,1.0986123,1.3862944,1.3862944,0,0,0,0,mixed gender team,mixed gender team
1,0,8,2018,0,13,CIRCULATION RESEARCH,1.5260563,3.4339871,1.9459101,.69314718,.69314718,1.6094379,0,0,0,0,0,mixed gender team,mixed gender team
0,,6,2018,0,24,EUROPEAN HEART JOURNAL,5.3506727,4.5108595,5.2149358,1.3862944,.69314718,4.5432949,1.0986123,3.0910425,0,0,0,,
0,1,3,2018,0,17,EUROPEAN HEART JOURNAL,3.9712348,3.9318256,3.0445225,2.4849067,0,2.0794415,.69314718,1.7917595,0,0,0,mixed gender team,mixed gender team
,0,6,2018,0,21,EUROPEAN HEART JOURNAL,3.2386785,3.5553482,4.0253515,1.6094379,1.3862944,3.6109178,2.0794415,0,0,0,0,,
0,1,6,2018,0,20,EUROPEAN HEART JOURNAL,4.4146147,3.4011974,4.8751974,2.5649493,2.1972246,4.5108595,2.5649493,.69314718,0,0,0,mixed gender team,mixed gender team
0,1,12,2018,0,14,CIRCULATION,4.9014153,4.4426513,4.0430512,2.9444389,1.6094379,3.4011974,1.0986123,2.6390574,0,0,1.3862944,mixed gender team,mixed gender team
1,0,6,2018,0,12,CIRCULATION,5.4936786,4.882802,5.6312118,3.3322046,2.5649493,5.0369525,3.871201,2.8332133,0,0,0,mixed gender team,mixed gender team
0,0,6,2018,0,7,CIRCULATION,3.633631,3.3672957,3.4965076,2.7080503,1.6094379,2.3978953,1.6094379,1.6094379,0,0,0,men first and last,men first and last
0,0,6,2018,0,11,CIRCULATION,2.8959119,3.2958369,3.4339871,2.0794415,1.6094379,2.8903718,1.0986123,0,0,0,0,men first and last,men first and last
0,0,6,2018,0,13,CIRCULATION,3.5438538,3.0445225,2.7725887,.69314718,1.3862944,2.1972246,1.3862944,1.6094379,0,0,0,men first and last,men first and last
1,0,6,2018,0,21,CIRCULATION,3.1376657,4.2484951,3.2580965,2.3025851,1.0986123,2.6390574,.69314718,.69314718,0,0,0,mixed gender team,mixed gender team
0,0,11,2018,0,17,CIRCULATION,2.3608539,3.2958369,2.9444389,1.3862944,1.6094379,2.3025851,1.0986123,0,0,0,0,men first and last,men first and last
0,0,8,2018,0,26,CIRCULATION RESEARCH,0,3.8501475,0,0,0,0,0,0,0,0,0,men first and last,men first and last
,,8,2018,0,19,CIRCULATION RESEARCH,1.658228,4.89784,2.3025851,1.6094379,1.0986123,1.3862944,0,0,0,0,0,,
1,0,8,2018,0,11,JAMA Cardiology,3.2714682,1.9459101,3.5263605,1.3862944,1.0986123,2.9444389,1.0986123,.69314718,0,0,0,mixed gender team,mixed gender team
0,1,8,2018,0,5,JAMA Cardiology,3.1633632,3.3672957,3.1780539,1.3862944,.69314718,2.5649493,1.6094379,.69314718,0,0,0,mixed gender team,mixed gender team
0,0,7,2018,0,30,JAMA Cardiology,4.9960628,5.6131282,5.3844953,3.9889841,2.4849067,4.4886365,3.2580965,1.9459101,0,0,1.0986123,men first and last,men first and last
0,0,6,2018,0,11,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,5.2153707,4.2904596,5.6383548,3.7612002,2.1972246,5.0304379,3.6888795,1.9459101,0,0,1.0986123,men first and last,men first and last
0,0,6,2018,0,8,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.1881385,3.5553482,4.6539602,2.3978953,1.0986123,4.2626801,2.8903718,.69314718,0,0,0,men first and last,men first and last
,,6,2018,0,7,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.3480731,3.4965076,1.6094379,0,.69314718,1.3862944,0,0,0,0,0,,
0,0,6,2018,0,5,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.2534828,4.2904596,4.919981,2.9444389,2.0794415,4.2626801,3.3322046,0,0,0,0,men first and last,men first and last
1,0,6,2018,0,20,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.5681233,4.5325994,4.1588831,2.3025851,1.6094379,3.5553482,2.4849067,0,0,.69314718,0,mixed gender team,mixed gender team
0,0,6,2018,0,2,CIRCULATION RESEARCH,1.8870697,2.5649493,2.3978953,1.3862944,.69314718,1.6094379,0,0,0,0,0,men first and last,men first and last
0,0,6,2018,0,1,CIRCULATION RESEARCH,2.346602,2.1972246,2.8903718,1.0986123,.69314718,2.6390574,0,0,0,0,0,men first and last,men first and last
0,1,6,2018,0,16,CIRCULATION,3.4193647,4.0073333,3.7612002,2.0794415,1.7917595,3.2188759,1.6094379,.69314718,0,0,0,mixed gender team,mixed gender team
0,1,11,2018,0,15,CIRCULATION,.69314718,2.3025851,1.3862944,.69314718,0,.69314718,.69314718,0,0,0,0,mixed gender team,mixed gender team
1,0,10,2018,0,6,CIRCULATION,3.972177,3.871201,4.5108595,1.7917595,1.0986123,4.1743875,2.0794415,.69314718,0,0,0,mixed gender team,mixed gender team
0,1,8,2018,0,19,CIRCULATION RESEARCH,1.5040774,3.2580965,2.0794415,0,1.0986123,1.7917595,0,0,0,0,0,mixed gender team,mixed gender team
,0,8,2018,0,19,CIRCULATION RESEARCH,2.6026897,2.7080503,2.0794415,1.3862944,.69314718,1.3862944,0,.69314718,0,0,0,,
,,6,2018,0,5,CIRCULATION RESEARCH,1.7578579,3.5263605,2.3025851,1.0986123,.69314718,1.7917595,0,0,0,0,0,,
0,0,6,2018,0,17,EUROPEAN HEART JOURNAL,2.5336969,3.7612002,3.3672957,1.0986123,1.3862944,2.9444389,.69314718,0,0,0,0,men first and last,men first and last
0,0,6,2018,0,11,EUROPEAN HEART JOURNAL,2.3321438,4.2484951,2.9444389,1.3862944,0,2.6390574,.69314718,0,0,0,0,men first and last,men first and last
0,0,9,2018,0,16,CIRCULATION,2.6567569,3.4657359,3.2188759,1.3862944,.69314718,2.8332133,1.6094379,0,0,0,0,men first and last,men first and last
0,0,10,2018,0,14,CIRCULATION,4.9574456,5.0751739,5.6524892,3.6109178,1.6094379,4.9416423,3.6375861,.69314718,.69314718,0,.69314718,men first and last,men first and last
0,,11,2018,0,5,CIRCULATION,3.6532524,5.0625949,3.8918202,2.3025851,1.3862944,3.2580965,1.7917595,1.0986123,0,0,0,,
0,0,6,2018,0,5,EUROPEAN HEART JOURNAL,2.0281482,4.7449322,2.3978953,0,0,2.3978953,0,0,0,0,0,men first and last,men first and last
0,,9,2018,0,15,CIRCULATION,2.0412204,3.4657359,2.7080503,1.3862944,.69314718,2.1972246,1.0986123,0,0,0,0,,
1,0,12,2018,0,13,CIRCULATION,4.5411649,4.4998097,4.0430512,2.3025851,1.0986123,3.6635616,2.0794415,2.6390574,0,0,0,mixed gender team,mixed gender team
,0,10,2018,0,14,CIRCULATION,5.6144409,5.57973,5.9964519,3.9889841,2.7080503,5.3132062,4.1431346,2.3978953,0,0,1.3862944,,
0,0,8,2018,0,3,JAMA Cardiology,5.0125003,4.919981,4.6913481,3.4339871,1.0986123,3.8918202,2.5649493,2.6390574,0,0,.69314718,men first and last,men first and last
0,0,8,2018,0,3,JAMA Cardiology,3.5490425,2.3025851,2.6390574,.69314718,.69314718,1.7917595,.69314718,1.3862944,0,0,.69314718,men first and last,men first and last
1,0,7,2018,0,13,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,5.1050358,4.4659081,5.2882671,3.0445225,1.9459101,4.7874918,3.2958369,2.3978953,0,0,0,mixed gender team,mixed gender team
0,1,7,2018,0,10,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.4349747,3.713572,5.0106354,2.3025851,1.7917595,4.6151204,2.5649493,.69314718,0,0,0,mixed gender team,mixed gender team
0,0,7,2018,0,7,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.0563569,4.2341065,3.713572,1.6094379,0,3.2580965,2.0794415,0,0,0,0,men first and last,men first and last
1,0,7,2018,0,15,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.0281482,3.1780539,2.4849067,.69314718,0,2.1972246,1.0986123,0,0,0,0,mixed gender team,mixed gender team
0,1,7,2018,0,10,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.8308129,4.2904596,2.3025851,1.3862944,.69314718,1.7917595,0,1.6094379,0,0,.69314718,mixed gender team,mixed gender team
0,0,9,2018,0,19,CIRCULATION,4.8522491,5.2417469,4.4188404,3.2188759,1.3862944,3.6109178,2.3978953,2.4849067,0,0,1.3862944,men first and last,men first and last
0,0,6,2018,0,6,EUROPEAN HEART JOURNAL,2.6912432,2.7080503,3.5553482,1.0986123,.69314718,2.9957323,1.6094379,0,0,0,0,men first and last,men first and last
0,0,10,2018,0,13,CIRCULATION,1.9810015,4.3438053,2.7080503,1.0986123,1.0986123,2.1972246,.69314718,0,0,0,0,men first and last,men first and last
0,0,9,2018,0,16,CIRCULATION,5.7816691,5.7203116,4.6249728,2.5649493,1.6094379,4.0943446,2.1972246,3.6635616,0,0,0,men first and last,men first and last
0,1,10,2018,0,10,CIRCULATION,3.0910425,3.4011974,3.7612002,1.9459101,1.0986123,3.3322046,1.6094379,0,0,0,0,mixed gender team,mixed gender team
1,1,1,2019,0,24,CIRCULATION,1.7491999,4.1743875,2.7080503,.69314718,1.3862944,2.1972246,.69314718,0,0,0,0,women first and last,women first and last
1,0,8,2018,0,10,CIRCULATION RESEARCH,1.2527629,4.1588831,2.0794415,.69314718,1.0986123,1.3862944,0,0,0,0,0,mixed gender team,mixed gender team
1,1,8,2018,0,11,JAMA Cardiology,3.9560399,2.6390574,2.4849067,1.0986123,.69314718,1.6094379,0,1.9459101,0,0,.69314718,women first and last,women first and last
0,0,8,2018,0,8,JAMA Cardiology,5.7078009,4.0253515,5.7462034,4.1271343,2.7080503,4.9052749,3.4965076,3.0445225,0,0,1.0986123,men first and last,men first and last
0,0,7,2018,0,9,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.0500445,2.3978953,4.7095304,2.1972246,1.0986123,4.1588831,2.5649493,.69314718,.69314718,0,0,men first and last,men first and last
,0,7,2018,0,12,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.0543904,3.7376697,4.6443911,1.0986123,1.6094379,4.0604429,2.1972246,1.3862944,0,0,0,,
0,1,7,2018,0,11,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.3662782,4.2904596,4.8441873,2.0794415,1.7917595,4.3944492,3.0445225,1.0986123,0,0,0,mixed gender team,mixed gender team
0,0,7,2018,0,18,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,5.3371053,5.2257466,5.7620516,3.2188759,2.3978953,5.2882671,3.7841897,1.3862944,0,0,1.3862944,men first and last,men first and last
0,0,7,2018,0,7,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.1102133,3.2580965,2.7725887,.69314718,.69314718,2.3978953,1.0986123,0,0,0,0,men first and last,men first and last
0,1,8,2018,0,7,CIRCULATION RESEARCH,4.4975848,3.1780539,3.6109178,2.8903718,.69314718,2.5649493,1.0986123,2.1972246,0,0,.69314718,mixed gender team,mixed gender team
0,0,11,2018,0,20,CIRCULATION,3.1505971,3.9512436,3.2958369,1.7917595,0,2.7725887,1.7917595,1.0986123,0,0,0,men first and last,men first and last
1,1,11,2018,0,10,CIRCULATION,2.9285235,3.9512436,3.1354942,1.3862944,1.0986123,2.6390574,1.3862944,0,0,0,0,women first and last,women first and last
0,0,7,2018,0,14,CIRCULATION RESEARCH,2.1916535,3.4011974,2.3978953,1.0986123,.69314718,2.0794415,0,0,0,0,0,men first and last,men first and last
0,1,7,2018,0,4,CIRCULATION RESEARCH,1.8870697,4.1588831,2.4849067,1.7917595,.69314718,1.3862944,.69314718,0,0,0,0,mixed gender team,mixed gender team
0,1,8,2018,0,14,CIRCULATION RESEARCH,3.1780539,3.1354942,1.3862944,.69314718,0,1.0986123,0,1.0986123,0,0,0,mixed gender team,mixed gender team
0,1,8,2018,0,19,CIRCULATION RESEARCH,1.5581446,3.6109178,2.1972246,1.3862944,.69314718,1.3862944,.69314718,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2018,0,6,EUROPEAN HEART JOURNAL,4.4942389,4.4773369,4.7361984,2.7080503,2.0794415,4.1108737,2.3978953,1.6094379,0,0,0,men first and last,men first and last
0,0,7,2018,0,17,EUROPEAN HEART JOURNAL,2.9177706,4.4308167,3.4339871,2.3978953,1.0986123,2.7080503,1.3862944,0,0,0,0,men first and last,men first and last
1,1,7,2018,0,32,EUROPEAN HEART JOURNAL,4.8315086,4.4773369,4.89784,2.8332133,1.7917595,4.3307333,3.0910425,2.1972246,0,0,0,women first and last,women first and last
0,0,8,2018,0,14,CIRCULATION RESEARCH,1.8718022,4.3438053,2.6390574,1.0986123,1.0986123,2.1972246,0,0,0,0,0,men first and last,men first and last
0,,7,2018,0,10,CIRCULATION,5.5476356,4.2626801,5.7365723,3.2188759,2.0794415,5.187386,4.1108737,2.3025851,0,0,.69314718,,
0,1,10,2018,0,5,CIRCULATION,5.3307843,2.6390574,2.8332133,1.0986123,1.0986123,1.9459101,.69314718,3.4339871,0,0,.69314718,mixed gender team,mixed gender team
0,0,12,2018,0,6,CIRCULATION,1.9242487,4.1431346,2.3025851,.69314718,1.0986123,1.7917595,.69314718,0,0,0,0,men first and last,men first and last
,,11,2018,0,5,CIRCULATION,1.9947003,3.4339871,2.7725887,1.0986123,1.3862944,2.1972246,1.0986123,0,0,0,0,,
0,0,7,2018,0,26,EUROPEAN HEART JOURNAL,2.74084,3.6635616,3.7376697,2.1972246,1.9459101,2.7080503,1.6094379,0,0,0,0,men first and last,men first and last
0,0,11,2018,0,8,CIRCULATION,2.1102133,3.6635616,2.8332133,.69314718,1.3862944,2.4849067,.69314718,0,0,0,0,men first and last,men first and last
1,0,1,2019,0,19,CIRCULATION,2.0605135,5.2417469,2.8903718,2.0794415,1.0986123,1.7917595,.69314718,0,0,0,0,mixed gender team,mixed gender team
1,0,8,2018,0,9,JAMA Cardiology,4.8293533,3.0445225,4.6249728,2.4849067,1.6094379,4.2195077,2.5649493,2.1972246,0,0,1.0986123,mixed gender team,mixed gender team
0,0,8,2018,0,6,JAMA Cardiology,4.881968,3.4011974,3.7612002,2.1972246,1.3862944,2.9957323,2.1972246,2.6390574,0,0,.69314718,men first and last,men first and last
0,0,10,2018,0,16,CIRCULATION,4.3698277,4.5325994,4.8751974,2.3978953,1.3862944,4.2341065,3.1780539,1.3862944,0,0,.69314718,men first and last,men first and last
0,0,10,2018,0,20,CIRCULATION,4.856318,4.8121843,5.5254531,3.3672957,2.6390574,4.8121843,3.5263605,.69314718,0,0,0,men first and last,men first and last
0,0,7,2018,0,11,EUROPEAN HEART JOURNAL,3.9899096,4.3694477,4.4998097,1.6094379,1.6094379,4.0073333,2.8332133,.69314718,0,0,0,men first and last,men first and last
0,0,7,2018,0,7,EUROPEAN HEART JOURNAL,3.2733641,3.3322046,3.9120231,1.7917595,0,3.4011974,2.3025851,0,0,0,0,men first and last,men first and last
0,0,7,2018,0,11,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.5351453,3.9512436,3.9120231,2.3978953,1.0986123,3.0910425,2.3025851,.69314718,0,0,0,men first and last,men first and last
0,0,7,2018,0,10,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.3977275,3.7841897,4.59512,1.7917595,1.7917595,4.1743875,2.7080503,1.0986123,0,0,1.0986123,men first and last,men first and last
1,1,7,2018,0,7,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.3081107,3.8066626,4.7621741,2.6390574,1.9459101,4.2341065,2.7080503,1.0986123,0,0,0,women first and last,women first and last
0,1,7,2018,0,3,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.6426225,3.9889841,3.4011974,1.3862944,1.0986123,2.8903718,1.6094379,0,0,0,0,mixed gender team,mixed gender team
0,1,7,2018,0,8,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.8820035,3.8286414,3.4339871,1.9459101,.69314718,2.9957323,1.0986123,0,0,0,0,mixed gender team,mixed gender team
0,0,10,2018,0,19,CIRCULATION,3.0726933,4.5747108,3.7612002,1.0986123,1.6094379,3.2958369,1.9459101,0,0,0,0,men first and last,men first and last
,1,12,2018,0,11,CIRCULATION,2.2617631,4.0604429,2.5649493,.69314718,.69314718,2.3025851,.69314718,0,0,0,0,,
0,1,10,2018,0,16,CIRCULATION,3.7000666,4.4067192,3.3672957,1.7917595,1.0986123,2.8903718,1.3862944,1.6094379,0,0,0,mixed gender team,mixed gender team
0,1,7,2018,0,10,EUROPEAN HEART JOURNAL,4.1805224,3.2188759,4.8121843,2.8332133,2.1972246,4.2046928,2.9957323,0,0,0,0,mixed gender team,mixed gender team
1,0,11,2018,0,6,CIRCULATION,3.5481796,4.1431346,4.2341065,2.3025851,1.7917595,3.4965076,2.7725887,0,0,0,0,mixed gender team,mixed gender team
0,1,11,2018,0,7,CIRCULATION,4.660605,3.713572,4.4998097,2.7080503,1.6094379,3.9318256,2.4849067,2.1972246,0,0,0,mixed gender team,mixed gender team
0,0,7,2018,0,15,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,5.9794478,6.0614572,5.2882671,3.3322046,1.9459101,4.5217886,3.5263605,4.0604429,0,0,1.3862944,men first and last,men first and last
0,0,7,2018,0,12,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.8628328,4.7184987,4.4543471,1.7917595,1.9459101,4.0943446,1.9459101,0,.69314718,0,0,men first and last,men first and last
0,0,7,2018,0,25,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.1423407,4.2484951,3.6635616,1.6094379,1.3862944,3.2958369,1.6094379,1.9459101,0,0,.69314718,men first and last,men first and last
0,1,7,2018,0,10,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.3978953,3.9889841,2.7725887,0,0,2.5649493,1.3862944,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2018,0,14,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.3168211,4.6821313,4.8903489,3.2188759,1.9459101,3.871201,2.7080503,1.0986123,0,0,0,men first and last,men first and last
1,,8,2018,0,12,CIRCULATION RESEARCH,.22314355,2.8903718,.69314718,0,0,.69314718,0,0,0,0,0,,
0,0,1,2019,0,15,CIRCULATION,3.4011974,3.5553482,3.8501475,1.3862944,1.0986123,3.2958369,1.7917595,.69314718,0,0,0,men first and last,men first and last
0,1,9,2018,0,8,JAMA Cardiology,2.9177706,4.1271343,2.7725887,.69314718,1.0986123,2.3978953,.69314718,.69314718,0,0,0,mixed gender team,mixed gender team
0,0,8,2018,0,5,JAMA Cardiology,3.6103773,4.5108595,4.1588831,2.3978953,1.6094379,3.3322046,2.3025851,0,0,0,.69314718,men first and last,men first and last
1,0,9,2018,0,12,JAMA Cardiology,3.7232809,4.6634393,4.1588831,2.7080503,1.3862944,3.3322046,2.3025851,.69314718,0,0,0,mixed gender team,mixed gender team
0,1,8,2018,0,20,CIRCULATION RESEARCH,1.410987,2.8903718,1.6094379,0,.69314718,1.3862944,0,0,0,0,0,mixed gender team,mixed gender team
0,0,10,2018,0,16,CIRCULATION,4.3694477,3.8066626,2.1972246,0,1.0986123,1.6094379,.69314718,2.3978953,0,0,0,men first and last,men first and last
1,1,11,2018,0,9,CIRCULATION,1.9947003,4.4998097,2.4849067,.69314718,1.0986123,2.0794415,.69314718,0,0,0,0,women first and last,women first and last
0,1,12,2018,0,17,CIRCULATION,3.421,4.9416423,2.9957323,1.3862944,1.0986123,2.0794415,1.0986123,1.3862944,0,0,0,mixed gender team,mixed gender team
,,12,2018,0,12,CIRCULATION,4.074142,4.8675346,2.7080503,1.0986123,.69314718,2.3025851,.69314718,2.0794415,0,0,0,,
1,0,9,2018,0,18,JAMA Cardiology,3.1527359,4.59512,3.0910425,1.0986123,1.3862944,2.3025851,1.3862944,.69314718,0,0,0,mixed gender team,mixed gender team
1,0,9,2018,0,12,JAMA Cardiology,4.0604429,3.9120231,4.4659081,2.5649493,1.7917595,3.6375861,2.3978953,1.0986123,0,0,0,mixed gender team,mixed gender team
0,0,9,2018,0,12,JAMA Cardiology,3.0933125,4.5849676,3.8286414,2.1972246,1.3862944,3.0910425,2.3025851,0,0,0,0,men first and last,men first and last
0,1,7,2018,0,12,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.421,3.4657359,3.2958369,1.0986123,0,2.9444389,1.9459101,1.0986123,0,0,0,mixed gender team,mixed gender team
0,0,7,2018,0,21,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,6.2933822,2.7725887,5.9763508,3.2188759,2.0794415,5.5451775,4.1108737,3.8918202,0,0,.69314718,men first and last,men first and last
0,1,7,2018,0,19,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.4467607,4.5538769,5.0039463,2.4849067,1.9459101,4.6051702,2.7725887,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2018,0,11,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.3707128,3.8286414,4.1431346,.69314718,1.6094379,3.8066626,2.3025851,2.0794415,0,0,0,men first and last,men first and last
0,1,7,2018,0,9,EUROPEAN HEART JOURNAL,3.703768,3.7612002,4.2341065,1.7917595,1.0986123,3.9702919,2.1972246,0,0,0,0,mixed gender team,mixed gender team
0,,7,2018,0,22,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.446919,4.3944492,1.9459101,.69314718,0,1.7917595,0,0,0,0,0,,
0,0,7,2018,0,51,EUROPEAN HEART JOURNAL,1.7833912,3.1354942,2.1972246,1.0986123,.69314718,1.6094379,.69314718,0,0,0,0,men first and last,men first and last
0,1,7,2018,0,8,EUROPEAN HEART JOURNAL,4.8512487,3.8501475,5.0172796,1.9459101,1.6094379,4.4998097,3.1354942,1.9459101,0,0,.69314718,mixed gender team,mixed gender team
0,0,7,2018,0,4,EUROPEAN HEART JOURNAL,3.0750055,3.871201,3.8286414,.69314718,1.7917595,3.5263605,.69314718,0,0,0,0,men first and last,men first and last
0,0,7,2018,0,8,EUROPEAN HEART JOURNAL,2.2617631,3.4657359,2.9957323,1.0986123,1.3862944,2.5649493,.69314718,0,0,0,0,men first and last,men first and last
0,0,7,2018,0,8,EUROPEAN HEART JOURNAL,3.1966302,4.0604429,3.9318256,0,1.3862944,3.6109178,1.6094379,0,0,0,0,men first and last,men first and last
0,0,8,2018,0,13,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.0064235,4.5217886,4.4886365,1.0986123,1.7917595,3.9889841,2.9957323,.69314718,0,0,0,men first and last,men first and last
1,1,8,2018,0,22,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.675034,4.7095304,4.2766662,2.6390574,1.3862944,3.6375861,2.1972246,0,0,0,0,women first and last,women first and last
0,0,8,2018,0,28,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.440418,4.6051702,4.0604429,2.3025851,1.3862944,3.2188759,2.3025851,0,.69314718,0,0,men first and last,men first and last
0,0,8,2018,0,1,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.4455881,3.6375861,3.7612002,1.6094379,1.0986123,3.0445225,2.3025851,2.8903718,0,0,0,men first and last,men first and last
0,0,8,2018,0,9,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.7577057,2.5649493,2.8903718,.69314718,0,2.4849067,1.6094379,2.8332133,0,0,0,men first and last,men first and last
0,0,9,2018,0,9,JAMA Cardiology,3.8753591,3.2580965,3.7841897,1.6094379,1.0986123,3.1780539,1.6094379,1.6094379,0,0,.69314718,men first and last,men first and last
0,0,9,2018,0,5,JAMA Cardiology,5.3224244,4.6539602,5.5872488,3.2958369,2.3025851,5.0498562,3.6375861,2.1972246,0,0,1.3862944,men first and last,men first and last
0,1,8,2018,0,5,EUROPEAN HEART JOURNAL,3.4965076,3.1780539,4.1896548,2.3025851,1.3862944,3.7376697,2.1972246,0,0,0,0,mixed gender team,mixed gender team
0,0,8,2018,0,13,EUROPEAN HEART JOURNAL,4.190412,4.9558272,4.8441873,1.6094379,1.7917595,4.3820267,3.3672957,0,0,0,0,men first and last,men first and last
0,0,8,2018,0,6,EUROPEAN HEART JOURNAL,3.582129,4.3438053,3.9889841,2.0794415,.69314718,3.3672957,2.3978953,.69314718,0,0,0,men first and last,men first and last
0,0,8,2018,0,5,EUROPEAN HEART JOURNAL,4.0552573,3.6109178,4.6821313,2.3025851,1.7917595,4.1271343,2.8332133,.69314718,0,0,0,men first and last,men first and last
1,0,9,2018,0,17,JAMA Cardiology,2.0149031,3.1354942,2.8903718,.69314718,.69314718,2.3978953,.69314718,0,0,0,0,mixed gender team,mixed gender team
0,,9,2018,0,102,JAMA Cardiology,3.5765502,4.0430512,4.3040652,3.0910425,1.0986123,3.5553482,2.1972246,0,0,0,0,,
,,8,2018,0,13,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.476614,4.1896548,3.9702919,2.3978953,.69314718,3.3322046,2.0794415,.69314718,0,0,0,,
0,0,8,2018,0,14,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.6159348,3.1354942,2.5649493,0,0,2.3978953,.69314718,0,0,0,.69314718,men first and last,men first and last
0,,8,2018,0,9,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.1863527,2.9957323,3.6888795,0,.69314718,3.4657359,1.9459101,0,0,0,0,,
0,0,8,2018,0,23,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.8445807,3.7376697,4.9126549,2.3978953,1.9459101,4.4308167,3.2188759,2.9444389,0,0,0,men first and last,men first and last
0,0,8,2018,0,15,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.748327,4.3438053,3.3672957,1.3862944,0,2.9957323,1.9459101,1.6094379,0,0,0,men first and last,men first and last
0,0,8,2018,0,11,EUROPEAN HEART JOURNAL,2.4159138,3.0445225,3.2958369,1.0986123,1.3862944,2.6390574,1.0986123,0,0,0,0,men first and last,men first and last
