LA_female,FA_female,publication_month,publication_year,i_covid,n_authors,journal_id,log_altmetric,log_cites,log_twitter_all,log_twitter_scientist,log_twitter_commun,log_twitter_public,log_twitter_pract,log_news,log_policy,log_wiki,log_blogs,gender_combination,gender_combo
0,0,6,2015,0,5,EUROPEAN HEART JOURNAL,1.011601,3.3322046,1.7917595,1.0986123,0,1.0986123,0,0,0,0,0,men first and last,men first and last
0,0,6,2015,0,9,EUROPEAN HEART JOURNAL,2.1282318,4.5108595,2.7080503,0,0,2.3978953,1.0986123,0,0,0,0,men first and last,men first and last
,0,6,2015,0,12,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.536356,5.8522024,4.9698133,2.8332133,1.0986123,4.0430512,2.8332133,2.3978953,.69314718,0,0,,
0,0,6,2015,0,9,CIRCULATION,1.5040774,3.7841897,2.3025851,0,0,1.6094379,1.0986123,0,0,0,0,men first and last,men first and last
0,1,6,2015,0,21,CIRCULATION RESEARCH,.69314718,4.3944492,1.6094379,0,0,1.6094379,0,0,0,0,0,mixed gender team,mixed gender team
0,1,6,2015,0,6,CIRCULATION,7.0126376,5.4930615,6.8046145,4.0943446,2.3978953,6.4645882,4.6347289,4.2766662,1.3862944,.69314718,2.7725887,mixed gender team,mixed gender team
,1,6,2015,0,13,CIRCULATION,4.9883895,5.1647859,5.0814042,2.1972246,1.3862944,4.5108595,2.7080503,2.0794415,0,0,.69314718,,
,0,6,2015,0,22,EUROPEAN HEART JOURNAL,.91629076,4.3944492,1.6094379,0,0,1.6094379,0,0,0,0,0,,
,0,6,2015,0,22,EUROPEAN HEART JOURNAL,0,4.2766662,0,0,0,0,0,0,0,0,0,,
0,1,6,2015,0,21,CIRCULATION RESEARCH,1.446919,3.9702919,.69314718,0,0,.69314718,0,0,0,0,0,mixed gender team,mixed gender team
0,0,6,2015,0,17,CIRCULATION,1.3862944,4.4886365,2.1972246,0,0,1.7917595,.69314718,0,0,0,0,men first and last,men first and last
0,,6,2015,0,9,CIRCULATION,2.8995516,5.6629605,2.5649493,0,.69314718,2.3978953,0,0,1.0986123,0,.69314718,,
0,1,7,2015,0,12,CIRCULATION RESEARCH,.81093019,4.2626801,1.3862944,0,0,1.3862944,0,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2015,0,10,CIRCULATION RESEARCH,4.6347289,4.0943446,1.0986123,0,0,1.0986123,0,2.7725887,0,0,0,men first and last,men first and last
0,0,7,2015,0,11,CIRCULATION,2.6282852,3.4657359,3.6375861,1.9459101,.69314718,2.4849067,1.7917595,0,0,0,0,men first and last,men first and last
1,1,7,2015,0,7,CIRCULATION,2.4890647,4.934474,3.1354942,.69314718,.69314718,2.7725887,1.3862944,0,0,0,0,women first and last,women first and last
0,0,7,2015,0,25,EUROPEAN HEART JOURNAL,3.8999505,4.8520303,3.2958369,1.7917595,1.6094379,2.3978953,1.9459101,1.6094379,0,0,0,men first and last,men first and last
,0,7,2015,0,13,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.8394523,5.5490761,4.2904596,1.7917595,1.6094379,3.5263605,2.7080503,.69314718,0,0,0,,
0,0,7,2015,0,15,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.7664417,3.9318256,1.6094379,0,0,1.3862944,0,0,.69314718,0,0,men first and last,men first and last
1,0,7,2015,0,22,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.0986123,5.3565865,1.0986123,0,.69314718,.69314718,0,0,0,0,0,mixed gender team,mixed gender team
0,1,7,2015,0,7,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,.69314718,2.4849067,1.0986123,0,0,1.0986123,0,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2015,0,12,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.011601,4.1271343,1.3862944,0,0,1.3862944,0,0,0,0,0,men first and last,men first and last
0,0,7,2015,0,16,EUROPEAN HEART JOURNAL,4.124712,4.7535901,1.3862944,0,0,1.0986123,.69314718,2.1972246,.69314718,0,0,men first and last,men first and last
0,0,7,2015,0,13,CIRCULATION RESEARCH,3.8006444,5.0498562,2.3025851,1.0986123,.69314718,1.7917595,0,1.6094379,0,0,.69314718,men first and last,men first and last
1,0,7,2015,0,2,EUROPEAN HEART JOURNAL,1.8050047,.69314718,0,0,0,0,0,0,0,0,.69314718,mixed gender team,mixed gender team
1,0,7,2015,0,10,CIRCULATION,2.4680996,4.2046928,3.2958369,1.6094379,0,2.6390574,1.0986123,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2015,0,10,CIRCULATION,2.9915235,5.7333412,2.8332133,.69314718,.69314718,2.3025851,1.6094379,0,0,0,.69314718,men first and last,men first and last
0,0,7,2015,0,15,CIRCULATION RESEARCH,1.658228,5.0304379,2.5649493,.69314718,1.0986123,1.6094379,.69314718,0,0,0,0,men first and last,men first and last
0,0,7,2015,0,17,EUROPEAN HEART JOURNAL,.55961579,3.8501475,.69314718,0,0,.69314718,0,0,0,0,0,men first and last,men first and last
1,0,7,2015,0,8,EUROPEAN HEART JOURNAL,.22314355,3.4011974,.69314718,0,0,.69314718,0,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2015,0,11,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.2688081,5.2364421,2.7725887,0,.69314718,2.3978953,1.0986123,.69314718,.69314718,0,.69314718,men first and last,men first and last
,,7,2015,0,11,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.7917595,4.0943446,1.6094379,0,0,1.0986123,.69314718,0,0,0,0,,
0,0,7,2015,0,21,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.0473189,3.9889841,1.3862944,0,0,1.3862944,0,0,0,0,0,men first and last,men first and last
0,1,7,2015,0,16,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.3933394,4.1108737,1.9459101,0,.69314718,1.7917595,0,0,0,0,0,mixed gender team,mixed gender team
0,1,7,2015,0,16,CIRCULATION,4.2442002,5.7137327,4.9904327,2.3025851,2.1972246,4.3820267,2.8332133,0,0,.69314718,0,mixed gender team,mixed gender team
0,0,7,2015,0,20,CIRCULATION,2.0668628,4.9628448,2.5649493,1.0986123,0,1.7917595,1.0986123,0,0,0,0,men first and last,men first and last
0,,7,2015,0,16,CIRCULATION,1.6292405,5.09375,2.4849067,.69314718,0,1.9459101,1.0986123,0,0,0,0,,
1,0,7,2015,0,11,CIRCULATION RESEARCH,.22314355,2.6390574,.69314718,0,0,.69314718,0,0,0,0,0,mixed gender team,mixed gender team
1,0,7,2015,0,20,CIRCULATION RESEARCH,.55961579,3.4011974,1.0986123,0,.69314718,.69314718,0,0,0,0,0,mixed gender team,mixed gender team
0,0,5,2015,0,1,EUROPEAN HEART JOURNAL,0,1.3862944,0,0,0,0,0,0,0,0,0,men first and last,men first and last
0,0,5,2015,0,1,EUROPEAN HEART JOURNAL,0,0,0,0,0,0,0,0,0,0,0,men first and last,men first and last
0,0,7,2015,0,22,CIRCULATION,.69314718,3.8918202,1.0986123,.69314718,0,.69314718,0,0,0,0,0,men first and last,men first and last
,0,7,2015,0,8,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.9616582,4.1271343,1.9459101,0,.69314718,1.6094379,.69314718,0,.69314718,0,1.0986123,,
0,0,7,2015,0,14,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.0081549,4.8903489,1.9459101,0,0,1.9459101,0,1.0986123,0,0,0,men first and last,men first and last
0,0,7,2015,0,5,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.1267605,4.9558272,3.583519,1.3862944,1.3862944,2.9444389,2.3025851,0,0,0,0,men first and last,men first and last
0,,7,2015,0,15,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.6292405,3.9702919,2.1972246,.69314718,.69314718,1.9459101,0,0,0,0,0,,
0,1,7,2015,0,13,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.704748,4.1896548,1.7917595,0,0,1.7917595,0,0,0,0,0,mixed gender team,mixed gender team
0,1,7,2015,0,2,CIRCULATION RESEARCH,1.5789787,3.9889841,2.0794415,0,.69314718,1.7917595,0,0,0,0,0,mixed gender team,mixed gender team
1,,7,2015,0,15,CIRCULATION RESEARCH,1.446919,2.3025851,1.6094379,0,.69314718,1.3862944,0,0,0,0,0,,
0,0,7,2015,0,10,CIRCULATION,1.5040774,4.4067192,.69314718,0,0,.69314718,0,0,0,.69314718,0,men first and last,men first and last
0,0,7,2015,0,11,CIRCULATION,2.9704144,4.4543471,1.0986123,0,0,1.0986123,0,1.0986123,0,0,0,men first and last,men first and last
,,7,2015,0,23,CIRCULATION,3.3056405,4.6249728,1.7917595,1.0986123,0,1.3862944,0,1.0986123,1.6094379,0,.69314718,,
1,0,7,2015,0,26,EUROPEAN HEART JOURNAL,3.6643817,5.1119876,2.1972246,1.0986123,0,1.6094379,1.0986123,1.6094379,0,0,1.0986123,mixed gender team,mixed gender team
1,1,7,2015,0,16,EUROPEAN HEART JOURNAL,2.2512918,3.7841897,1.7917595,0,0,1.3862944,1.0986123,.69314718,0,0,0,women first and last,women first and last
0,1,7,2015,0,8,EUROPEAN HEART JOURNAL,2.8763855,5.4205351,3.4657359,0,.69314718,3.1354942,1.3862944,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2015,0,11,EUROPEAN HEART JOURNAL,0,3.3672957,0,0,0,0,0,0,0,0,0,men first and last,men first and last
0,0,7,2015,0,10,EUROPEAN HEART JOURNAL,1.2527629,4.0253515,1.9459101,1.0986123,.69314718,1.0986123,.69314718,0,0,0,0,men first and last,men first and last
0,1,7,2015,0,16,CIRCULATION RESEARCH,2.6075666,4.0430512,2.6390574,1.0986123,.69314718,1.7917595,.69314718,0,0,0,1.3862944,mixed gender team,mixed gender team
0,0,7,2015,0,7,CIRCULATION RESEARCH,3.2268441,4.6151204,3.3322046,1.6094379,1.3862944,2.8332133,1.3862944,.69314718,0,0,0,men first and last,men first and last
0,1,7,2015,0,29,CIRCULATION RESEARCH,1.7917595,3.8501475,1.7917595,0,.69314718,1.6094379,0,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2015,0,6,CIRCULATION RESEARCH,1.8245493,3.0445225,1.3862944,0,.69314718,1.0986123,0,0,0,0,0,men first and last,men first and last
0,0,7,2015,0,9,CIRCULATION,1.011601,2.7080503,1.0986123,0,0,1.0986123,0,0,0,0,0,men first and last,men first and last
0,,7,2015,0,7,CIRCULATION,3.2264471,4.9836068,3.3322046,.69314718,0,3.0445225,1.6094379,0,.69314718,0,.69314718,,
,,7,2015,0,1,EUROPEAN HEART JOURNAL,2.9365129,.69314718,1.0986123,.69314718,0,.69314718,0,1.0986123,0,0,0,,
,0,7,2015,0,16,CIRCULATION,1.6770966,4.3307333,2.4849067,0,0,2.0794415,1.0986123,0,0,0,0,,
0,,7,2015,0,11,CIRCULATION,2.3223877,5.2149358,2.6390574,0,0,2.3978953,.69314718,0,0,0,0,,
0,,7,2015,0,16,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.1102133,6.2344108,1.9459101,0,.69314718,1.6094379,.69314718,0,0,0,0,,
0,1,7,2015,0,17,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.7491999,6.3526292,2.3978953,.69314718,0,1.6094379,.69314718,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2015,0,16,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.8903718,2.8903718,1.7917595,1.0986123,0,1.0986123,.69314718,.69314718,0,0,.69314718,men first and last,men first and last
0,1,7,2015,0,13,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.5524869,4.0073333,2.8903718,1.3862944,0,2.5649493,1.0986123,1.3862944,0,0,0,mixed gender team,mixed gender team
0,1,7,2015,0,31,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.2082744,4.7361984,2.3025851,1.3862944,0,1.6094379,0,0,.69314718,0,0,mixed gender team,mixed gender team
0,0,7,2015,0,16,EUROPEAN HEART JOURNAL,.22314355,4.2484951,.69314718,0,0,.69314718,0,0,0,0,0,men first and last,men first and last
0,0,7,2015,0,22,CIRCULATION RESEARCH,3.0483248,4.1743875,0,0,0,0,0,1.0986123,0,0,.69314718,men first and last,men first and last
0,0,6,2015,0,18,CIRCULATION,3.9894655,5.2040067,3.9702919,1.6094379,0,3.3322046,2.3978953,.69314718,0,0,1.3862944,men first and last,men first and last
0,1,7,2015,0,13,EUROPEAN HEART JOURNAL,1.3480731,4.0943446,1.6094379,0,0,1.6094379,0,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2015,0,12,EUROPEAN HEART JOURNAL,.22314355,4.0073333,.69314718,0,0,.69314718,0,0,0,0,0,men first and last,men first and last
0,0,7,2015,0,9,EUROPEAN HEART JOURNAL,0,3.3672957,0,0,0,0,0,0,0,0,0,men first and last,men first and last
0,1,7,2015,0,11,EUROPEAN HEART JOURNAL,3.9674578,6.329721,2.8332133,0,1.0986123,2.3025851,1.3862944,1.7917595,.69314718,1.0986123,.69314718,mixed gender team,mixed gender team
0,,7,2015,0,20,CIRCULATION RESEARCH,1.5789787,4.1431346,2.1972246,.69314718,.69314718,1.9459101,0,0,0,0,0,,
0,,7,2015,0,16,CIRCULATION RESEARCH,2.7725887,4.7449322,1.9459101,0,0,1.9459101,0,.69314718,0,0,0,,
0,0,7,2015,0,15,CIRCULATION,2.406945,4.3040652,2.8903718,1.3862944,0,2.4849067,0,0,.69314718,0,0,men first and last,men first and last
0,1,7,2015,0,19,CIRCULATION,2.8124101,5.0039463,3.4011974,2.3025851,.69314718,2.4849067,1.0986123,0,0,0,0,mixed gender team,mixed gender team
0,,7,2015,0,12,CIRCULATION,3.6609943,4.2904596,4.0604429,1.6094379,1.0986123,3.6109178,2.3025851,0,.69314718,0,.69314718,,
,0,8,2015,0,27,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.2506356,5.6240177,4.1743875,2.3978953,0,3.7376697,2.0794415,1.7917595,.69314718,0,0,,
0,0,8,2015,0,5,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.4949913,3.871201,3.2580965,.69314718,.69314718,2.8903718,1.7917595,1.0986123,.69314718,0,0,men first and last,men first and last
0,1,8,2015,0,12,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.6283329,4.2626801,2.5649493,1.6094379,1.0986123,1.3862944,1.0986123,1.3862944,0,0,.69314718,mixed gender team,mixed gender team
0,0,8,2015,0,5,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.1222615,3.4965076,2.4849067,0,1.0986123,2.1972246,.69314718,0,0,0,0,men first and last,men first and last
1,0,8,2015,0,13,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.6094379,3.7841897,1.0986123,0,0,1.0986123,0,0,.69314718,0,0,mixed gender team,mixed gender team
0,1,7,2015,0,13,CIRCULATION RESEARCH,2.598979,4.2626801,2.3978953,0,1.0986123,1.9459101,.69314718,0,0,0,.69314718,mixed gender team,mixed gender team
0,0,7,2015,0,7,CIRCULATION RESEARCH,1.8325815,4.3174882,2.6390574,1.0986123,.69314718,1.9459101,.69314718,0,0,0,0,men first and last,men first and last
0,1,7,2015,0,5,EUROPEAN HEART JOURNAL,5.5347481,5.3132062,4.9052749,3.0445225,1.9459101,4.2626801,3.4657359,2.9957323,.69314718,0,1.7917595,mixed gender team,mixed gender team
0,0,6,2015,0,1,EUROPEAN HEART JOURNAL,0,0,0,0,0,0,0,0,0,0,0,men first and last,men first and last
,,6,2015,0,1,EUROPEAN HEART JOURNAL,0,0,0,0,0,0,0,0,0,0,0,,
,1,7,2015,0,19,EUROPEAN HEART JOURNAL,2.3978953,5.0434251,2.6390574,1.0986123,0,2.3978953,.69314718,0,0,0,0,,
0,0,7,2015,0,16,EUROPEAN HEART JOURNAL,3.3196256,5.0625949,3.713572,2.1972246,1.0986123,2.9957323,2.3978953,0,1.0986123,0,0,men first and last,men first and last
0,0,7,2015,0,43,CIRCULATION,2.9069011,4.3307333,2.8903718,.69314718,0,2.4849067,1.0986123,.69314718,0,0,0,men first and last,men first and last
0,1,8,2015,0,12,EUROPEAN HEART JOURNAL,1.0986123,3.8066626,0,0,0,0,0,0,0,0,0,mixed gender team,mixed gender team
0,,7,2015,0,9,CIRCULATION,4.0324693,3.8501475,3.0445225,0,.69314718,2.4849067,1.7917595,1.9459101,0,0,.69314718,,
0,0,8,2015,0,10,EUROPEAN HEART JOURNAL,.69314718,5.0689044,1.0986123,0,0,1.0986123,0,0,0,0,0,men first and last,men first and last
0,,8,2015,0,3,EUROPEAN HEART JOURNAL,2.9575109,4.2195077,3.4965076,1.7917595,.69314718,3.0445225,1.3862944,0,.69314718,0,0,,
0,0,8,2015,0,10,EUROPEAN HEART JOURNAL,2.501436,3.8286414,2.7080503,1.6094379,.69314718,2.1972246,.69314718,0,.69314718,0,0,men first and last,men first and last
1,1,8,2015,0,25,CIRCULATION RESEARCH,2.5055258,4.4773369,1.6094379,0,.69314718,1.0986123,0,0,0,.69314718,0,women first and last,women first and last
0,0,9,2017,0,8,EUROPEAN HEART JOURNAL,3.8999505,5.529429,4.5849676,2.0794415,1.7917595,4.0943446,2.6390574,0,0,1.0986123,0,men first and last,men first and last
1,1,8,2015,0,9,CIRCULATION,3.6109178,3.1354942,0,0,0,0,0,1.7917595,0,0,0,women first and last,women first and last
0,1,8,2015,0,14,CIRCULATION,3.6432543,3.6635616,3.5263605,0,0,3.3322046,1.6094379,.69314718,0,1.6094379,.69314718,mixed gender team,mixed gender team
0,0,8,2015,0,11,EUROPEAN HEART JOURNAL,5.2143049,5.3890719,4.0775375,1.3862944,1.0986123,3.7841897,2.3025851,2.8903718,0,0,1.6094379,men first and last,men first and last
0,0,8,2015,0,23,EUROPEAN HEART JOURNAL,1.7749523,4.6539602,2.0794415,.69314718,0,1.3862944,1.3862944,0,0,0,0,men first and last,men first and last
0,1,8,2015,0,10,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.8325815,4.6151204,1.6094379,0,.69314718,1.3862944,0,0,0,0,0,mixed gender team,mixed gender team
1,,8,2015,0,2,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,.74193734,2.4849067,1.0986123,0,0,1.0986123,0,0,0,0,0,,
1,1,8,2015,0,9,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.7424202,4.3820267,4.0430512,2.0794415,1.3862944,3.5553482,2.1972246,.69314718,0,0,.69314718,women first and last,women first and last
0,0,8,2015,0,10,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.3513753,4.6913481,2.8332133,.69314718,0,2.6390574,1.0986123,0,0,0,0,men first and last,men first and last
0,1,8,2015,0,6,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,5.0274925,3.3672957,5.4424176,2.4849067,2.1972246,4.7535901,2.4849067,1.6094379,0,0,.69314718,mixed gender team,mixed gender team
0,0,8,2015,0,9,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.5484674,4.4998097,2.6390574,0,.69314718,2.3978953,1.0986123,1.0986123,0,0,1.0986123,men first and last,men first and last
0,0,6,2015,0,1,EUROPEAN HEART JOURNAL,0,0,0,0,0,0,0,0,0,0,0,men first and last,men first and last
0,0,8,2015,0,4,CIRCULATION,3.845242,4.2484951,3.0910425,1.0986123,1.0986123,2.8332133,.69314718,0,0,0,1.9459101,men first and last,men first and last
0,0,8,2015,0,12,EUROPEAN HEART JOURNAL,.69314718,4.2626801,1.0986123,0,0,.69314718,.69314718,0,0,0,0,men first and last,men first and last
0,0,8,2015,0,17,CIRCULATION RESEARCH,1.6292405,3.9120231,1.9459101,0,.69314718,1.7917595,0,0,0,0,0,men first and last,men first and last
0,0,6,2015,0,10,CIRCULATION,1.9878744,3.8918202,2.6390574,.69314718,0,2.0794415,1.0986123,0,0,0,0,men first and last,men first and last
1,0,8,2015,0,6,CIRCULATION,5.5535407,4.5538769,4.7004805,2.8903718,1.0986123,4.1431346,2.8903718,3.2188759,1.0986123,0,1.0986123,mixed gender team,mixed gender team
0,0,8,2015,0,13,CIRCULATION,2.4723279,5.6419072,2.7725887,.69314718,.69314718,2.1972246,1.0986123,0,1.3862944,0,0,men first and last,men first and last
0,0,8,2015,0,19,EUROPEAN HEART JOURNAL,.4054651,4.5538769,.69314718,0,0,.69314718,0,0,0,0,0,men first and last,men first and last
0,,8,2015,0,16,EUROPEAN HEART JOURNAL,.81093019,2.9957323,.69314718,0,0,.69314718,0,0,0,0,0,,
1,0,8,2015,0,10,EUROPEAN HEART JOURNAL,2.1916535,3.2188759,2.1972246,1.0986123,0,1.3862944,1.0986123,0,.69314718,0,0,mixed gender team,mixed gender team
,1,8,2015,0,8,CIRCULATION RESEARCH,.85441536,4.1588831,1.0986123,0,.69314718,.69314718,0,0,0,0,0,,
0,,8,2015,0,13,CIRCULATION RESEARCH,.91629076,3.3322046,1.7917595,0,.69314718,1.6094379,0,0,0,0,0,,
0,0,8,2015,0,14,CIRCULATION,3.6719875,5.0434251,3.8286414,1.6094379,0,3.6109178,1.3862944,0,0,0,.69314718,men first and last,men first and last
0,0,8,2015,0,12,CIRCULATION,2.8903718,4.3040652,3.4011974,1.9459101,0,2.5649493,2.0794415,0,0,0,0,men first and last,men first and last
0,0,8,2015,0,9,CIRCULATION,.22314355,4.4659081,.69314718,0,0,.69314718,0,0,0,0,0,men first and last,men first and last
0,0,8,2015,0,18,EUROPEAN HEART JOURNAL,.4054651,3.8066626,.69314718,0,0,.69314718,0,0,0,0,0,men first and last,men first and last
0,1,8,2015,0,9,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.0610518,4.6151204,3.0445225,.69314718,0,2.6390574,1.3862944,.69314718,1.0986123,0,0,mixed gender team,mixed gender team
0,1,8,2015,0,16,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.6354795,3.6109178,2.8332133,.69314718,1.0986123,2.4849067,1.0986123,0,.69314718,0,0,mixed gender team,mixed gender team
0,0,8,2015,0,13,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.9014215,4.8441873,2.8903718,0,1.3862944,2.5649493,1.0986123,0,1.0986123,0,0,men first and last,men first and last
1,0,8,2015,0,12,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.5257287,4.934474,2.0794415,0,.69314718,1.7917595,.69314718,0,0,0,.69314718,mixed gender team,mixed gender team
0,0,8,2015,0,10,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,.81093019,4.7184987,1.0986123,0,0,.69314718,.69314718,0,0,0,0,men first and last,men first and last
0,0,8,2015,0,5,CIRCULATION RESEARCH,.55961579,3.9889841,1.0986123,0,0,1.0986123,0,0,0,0,0,men first and last,men first and last
1,0,8,2015,0,9,CIRCULATION,2.3528979,2.8903718,1.9459101,0,0,1.6094379,1.0986123,0,0,0,.69314718,mixed gender team,mixed gender team
1,1,8,2015,0,17,CIRCULATION,3.235379,5.5333896,3.4965076,0,1.3862944,3.1780539,1.3862944,0,0,0,.69314718,women first and last,women first and last
0,0,8,2015,0,14,CIRCULATION,2.7725887,5.2933049,2.9444389,0,.69314718,2.4849067,1.6094379,0,1.0986123,0,0,men first and last,men first and last
0,1,8,2015,0,16,CIRCULATION,3.061801,4.4659081,3.0445225,.69314718,.69314718,2.3978953,1.9459101,0,.69314718,0,.69314718,mixed gender team,mixed gender team
1,1,8,2015,0,13,CIRCULATION RESEARCH,.22314355,3.583519,.69314718,0,0,.69314718,0,0,0,0,0,women first and last,women first and last
0,0,8,2015,0,18,CIRCULATION RESEARCH,2.3978953,5.1357985,1.9459101,0,.69314718,1.7917595,0,0,0,0,0,men first and last,men first and last
0,0,8,2015,0,8,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.4701759,3.9889841,1.7917595,1.0986123,0,1.0986123,.69314718,0,0,0,0,men first and last,men first and last
0,0,8,2015,0,17,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.2192035,5.6835799,2.7725887,.69314718,0,2.4849067,1.0986123,0,0,0,0,men first and last,men first and last
0,0,8,2015,0,20,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.6851225,5.7203116,2.9444389,1.0986123,0,2.6390574,1.0986123,1.6094379,.69314718,0,0,men first and last,men first and last
0,0,8,2015,0,8,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.7495041,4.7874918,3.6888795,1.6094379,.69314718,3.0445225,2.6390574,1.6094379,0,0,0,men first and last,men first and last
1,0,8,2015,0,9,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,.4054651,3.3322046,.69314718,0,0,.69314718,0,0,0,0,0,mixed gender team,mixed gender team
0,1,8,2015,0,8,CIRCULATION RESEARCH,2.2091532,3.9702919,.69314718,0,0,.69314718,0,0,0,0,.69314718,mixed gender team,mixed gender team
1,0,8,2015,0,10,CIRCULATION RESEARCH,.69314718,4.0604429,1.3862944,0,.69314718,1.0986123,0,0,0,0,0,mixed gender team,mixed gender team
1,0,8,2015,0,5,CIRCULATION,2.0794415,5.2311087,2.8332133,1.3862944,0,2.3025851,1.0986123,0,0,0,0,mixed gender team,mixed gender team
0,0,8,2015,0,17,EUROPEAN HEART JOURNAL,4.0163832,4.4308167,.69314718,0,0,.69314718,0,1.7917595,0,0,1.0986123,men first and last,men first and last
1,,8,2015,0,5,CIRCULATION,4.3463993,5.811141,3.8918202,2.1972246,1.0986123,3.0910425,2.3025851,2.1972246,.69314718,.69314718,0,,
0,0,8,2015,0,20,CIRCULATION,2.4437373,3.9120231,.69314718,0,0,.69314718,0,0,.69314718,0,.69314718,men first and last,men first and last
0,,8,2015,0,6,CIRCULATION,1.2527629,3.8501475,1.0986123,.69314718,0,0,.69314718,0,0,0,0,,
0,1,8,2015,0,8,CIRCULATION,1.9242487,4.2341065,2.5649493,1.0986123,0,2.0794415,1.0986123,0,0,0,0,mixed gender team,mixed gender team
0,1,8,2015,0,12,CIRCULATION,1.011601,4.4308167,1.0986123,0,0,.69314718,.69314718,0,0,0,0,mixed gender team,mixed gender team
1,1,8,2015,0,8,CIRCULATION,1.2527629,4.0775375,1.7917595,0,0,1.3862944,.69314718,0,0,0,0,women first and last,women first and last
0,0,8,2015,0,10,CIRCULATION,.91629076,4.2626801,1.0986123,0,0,1.0986123,0,0,0,0,0,men first and last,men first and last
1,0,8,2015,0,10,CIRCULATION,1.446919,5.0304379,0,0,0,0,0,0,0,0,0,mixed gender team,mixed gender team
0,0,8,2015,0,4,EUROPEAN HEART JOURNAL,4.2413268,6.0210233,3.7841897,2.3025851,1.0986123,3.2580965,1.9459101,1.7917595,0,0,.69314718,men first and last,men first and last
0,1,8,2015,0,17,CIRCULATION RESEARCH,1.3862944,5.2257466,2.1972246,.69314718,0,2.0794415,0,0,0,0,0,mixed gender team,mixed gender team
0,0,9,2015,0,9,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.3561258,5.1119876,3.0445225,1.0986123,0,2.1972246,1.9459101,0,0,0,0,men first and last,men first and last
0,0,9,2015,0,12,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.5581446,3.8286414,2.3978953,0,0,1.7917595,1.0986123,0,0,0,0,men first and last,men first and last
0,0,9,2015,0,15,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.536602,4.9272537,2.8332133,0,.69314718,2.4849067,1.0986123,1.0986123,.69314718,0,0,men first and last,men first and last
